episode,t,action,reward,remaining_plays,remaining_discards,hand_before,cards,deck_remaining,advantage,subset
21,4,discard,132.0,2,2,"[""12D"", ""2S"", ""7H"", ""9D"", ""5H"", ""11H"", ""8H"", ""8S""]","[""12D"", ""9D""]","[""1H"", ""2H"", ""9H"", ""13H"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""11D"", ""1C"", ""2C"", ""3C"", ""3S"", ""6S"", ""7S"", ""11S""]",131.94125176429748,discard_top10
32,3,discard,128.0,3,2,"[""6H"", ""6S"", ""2C"", ""1D"", ""10S"", ""1C"", ""3D"", ""11S""]","[""6H"", ""2C"", ""1D"", ""1C""]","[""1H"", ""4H"", ""8H"", ""10H"", ""12H"", ""4D"", ""5D"", ""6D"", ""8D"", ""12D"", ""13D"", ""3C"", ""4C"", ""5C"", ""6C"", ""8C"", ""11C"", ""13C"", ""1S"", ""2S"", ""4S"", ""5S"", ""12S"", ""13S""]",128.19511734336615,discard_top10
46,7,discard,120.0,1,0,"[""3S"", ""2H"", ""12H"", ""10D"", ""6S"", ""4S"", ""5D"", ""12D""]","[""3S"", ""2H"", ""6S"", ""4S""]",[],120.13683550596237,discard_top10
55,5,discard,112.0,2,1,"[""4C"", ""7S"", ""12D"", ""13D"", ""8H"", ""3S"", ""6H"", ""7C""]","[""4C"", ""13D"", ""3S"", ""7C""]","[""1H"", ""4H"", ""5H"", ""13H"", ""3D"", ""5D"", ""6D"", ""9D"", ""12C"", ""2S"", ""4S"", ""12S""]",112.20907767236233,discard_top10
9,6,discard,108.0,2,0,"[""4C"", ""6D"", ""2C"", ""7S"", ""10D"", ""6H"", ""1H"", ""8C""]","[""6D"", ""10D"", ""1H""]","[""4H"", ""11H"", ""3D"", ""4D"", ""12D"", ""13D"", ""1C"", ""11C"", ""13S""]",108.20576919078827,discard_top10
52,5,discard,108.0,2,1,"[""4S"", ""1D"", ""11D"", ""8C"", ""9H"", ""10H"", ""3D"", ""8D""]","[""4S"", ""11D"", ""10H"", ""3D"", ""8D""]","[""1H"", ""11H"", ""12H"", ""13H"", ""3C"", ""10C"", ""12C"", ""2S"", ""3S"", ""5S""]",107.7761097675562,discard_top10
13,4,discard,107.0,2,2,"[""9D"", ""2C"", ""7C"", ""1S"", ""5C"", ""8H"", ""3C"", ""13S""]","[""9D"", ""1S"", ""5C"", ""8H"", ""3C"", ""13S""]","[""1H"", ""2H"", ""4H"", ""7H"", ""9H"", ""2D"", ""5D"", ""10D"", ""1C"", ""12C"", ""13C"", ""2S"", ""7S"", ""10S""]",107.29314733177424,discard_top10
57,4,discard,104.0,3,1,"[""10C"", ""13S"", ""7H"", ""11S"", ""1H"", ""6D"", ""1S"", ""5D""]","[""10C"", ""7H"", ""1H"", ""6D"", ""1S""]","[""3H"", ""6H"", ""8H"", ""9H"", ""12H"", ""13H"", ""1D"", ""4D"", ""8D"", ""11D"", ""2C"", ""5C"", ""6C"", ""8C"", ""11C"", ""3S"", ""5S"", ""8S"", ""9S"", ""10S"", ""12S""]",104.55331906318663,discard_top10
21,7,discard,100.0,1,0,"[""1H"", ""6S"", ""1C"", ""7D"", ""13H"", ""7S"", ""5D"", ""8D""]","[""6S"", ""1C"", ""13H"", ""7S"", ""8D""]",[],100.25545922994614,discard_top10
33,3,discard,96.0,3,2,"[""2H"", ""4D"", ""2D"", ""4C"", ""6S"", ""12H"", ""1S"", ""1D""]","[""2H"", ""4C"", ""12H"", ""1S"", ""1D""]","[""1H"", ""3H"", ""4H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""3D"", ""7D"", ""8D"", ""9D"", ""11D"", ""12D"", ""3C"", ""5C"", ""6C"", ""10C"", ""11C"", ""12C"", ""8S"", ""10S"", ""12S""]",95.9876158118248,discard_top10
56,5,discard,88.0,2,1,"[""1S"", ""7C"", ""9D"", ""1C"", ""2D"", ""8D"", ""12S"", ""3H""]","[""1S"", ""9D"", ""1C"", ""2D"", ""8D"", ""12S""]","[""1H"", ""11H"", ""3D"", ""4D"", ""7D"", ""13D"", ""11C"", ""7S"", ""8S"", ""11S""]",88.19236135989428,discard_top10
58,5,discard,88.0,2,1,"[""4H"", ""8S"", ""4D"", ""3H"", ""10D"", ""7C"", ""11S"", ""3C""]","[""4H"", ""8S"", ""7C"", ""11S""]","[""2H"", ""5H"", ""7H"", ""8H"", ""9H"", ""12D"", ""13D"", ""6C"", ""9C"", ""12C"", ""6S""]",87.98292213946581,discard_top10
48,5,discard,88.0,1,2,"[""8C"", ""4S"", ""2H"", ""12H"", ""1H"", ""5C"", ""9H"", ""11S""]","[""4S"", ""5C"", ""9H"", ""11S""]","[""7H"", ""8H"", ""11H"", ""2D"", ""4C"", ""1S"", ""2S"", ""5S""]",87.94186161756515,discard_top10
71,7,discard,88.0,1,0,"[""5C"", ""8H"", ""7H"", ""10D"", ""3D"", ""2S"", ""12C"", ""1D""]","[""8H"", ""2S"", ""12C""]","[""5D"", ""3S""]",87.91341247320175,discard_top10
36,6,discard,88.0,1,1,"[""1H"", ""6S"", ""1D"", ""2H"", ""8D"", ""2C"", ""11H"", ""1C""]","[""6S"", ""2H"", ""8D"", ""2C"", ""11H"", ""1C""]","[""11D"", ""13C""]",87.69051889538765,discard_top10
79,6,discard,84.0,1,1,"[""1C"", ""1H"", ""13S"", ""10C"", ""11S"", ""10H"", ""4D"", ""7D""]","[""4D"", ""7D""]","[""6H"", ""11H"", ""1S"", ""3S""]",84.41758453071117,discard_top10
2,6,discard,83.0,1,1,"[""5C"", ""6C"", ""9S"", ""4H"", ""1H"", ""8D"", ""3D"", ""4C""]","[""5C"", ""6C"", ""1H"", ""8D"", ""3D"", ""4C""]",[],83.02122031331062,discard_top10
43,5,discard,80.0,2,1,"[""8D"", ""5D"", ""4S"", ""7H"", ""1D"", ""13C"", ""11S"", ""11D""]","[""8D"", ""1D"", ""13C"", ""11D""]","[""9H"", ""10H"", ""11H"", ""12H"", ""2D"", ""4D"", ""12D"", ""3C"", ""11C"", ""1S"", ""3S"", ""12S""]",80.37533886056393,discard_top10
51,4,discard,78.0,2,2,"[""4D"", ""9S"", ""5H"", ""10C"", ""1S"", ""6H"", ""8C"", ""1C""]","[""4D"", ""10C"", ""1S"", ""6H"", ""8C"", ""1C""]","[""2H"", ""10H"", ""2C"", ""3C"", ""4C"", ""7C"", ""11C"", ""3S"", ""5S"", ""6S"", ""10S"", ""11S"", ""12S"", ""13S""]",78.04584593862295,discard_top10
50,7,discard,76.0,1,0,"[""4H"", ""7D"", ""6C"", ""9S"", ""7H"", ""12H"", ""9H"", ""10S""]","[""4H"", ""9S"", ""12H"", ""9H"", ""10S""]","[""4C""]",75.61390847504138,discard_top10
84,5,discard,72.0,2,1,"[""4H"", ""8S"", ""9H"", ""9D"", ""11C"", ""1D"", ""5C"", ""13H""]","[""8S"", ""1D"", ""13H""]","[""5H"", ""6H"", ""8H"", ""11H"", ""12H"", ""4D"", ""6D"", ""3C"", ""7C"", ""1S"", ""4S"", ""5S"", ""13S""]",72.02482372492551,discard_top10
69,4,discard,71.0,2,2,"[""9C"", ""12H"", ""2S"", ""3C"", ""8C"", ""13S"", ""6C"", ""1D""]","[""2S"", ""3C"", ""6C"", ""1D""]","[""5H"", ""7H"", ""13H"", ""4D"", ""6D"", ""9D"", ""13D"", ""2C"", ""5C"", ""7C"", ""12C"", ""1S"", ""3S"", ""4S"", ""8S"", ""11S""]",71.40789433658124,discard_top10
89,3,discard,71.0,3,2,"[""10H"", ""13H"", ""2D"", ""11C"", ""8S"", ""5H"", ""4S"", ""12S""]","[""10H"", ""2D"", ""11C"", ""5H"", ""4S""]","[""3H"", ""4H"", ""6H"", ""11H"", ""12H"", ""6D"", ""8D"", ""9D"", ""12D"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""12C"", ""1S"", ""6S"", ""11S"", ""13S""]",71.19332071602345,discard_top10
52,2,discard,67.0,4,2,"[""1C"", ""3H"", ""11S"", ""12D"", ""2D"", ""13D"", ""7H"", ""6C""]","[""1C"", ""12D"", ""13D"", ""7H"", ""6C""]","[""1H"", ""2H"", ""6H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""5D"", ""7D"", ""8D"", ""10D"", ""11D"", ""3C"", ""4C"", ""7C"", ""8C"", ""10C"", ""12C"", ""13C"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""12S"", ""13S""]",67.05330782622099,discard_top10
78,3,discard,60.0,3,2,"[""1D"", ""12C"", ""6C"", ""10S"", ""3S"", ""8H"", ""12H"", ""4S""]","[""1D"", ""3S"", ""8H""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""10H"", ""11H"", ""7D"", ""8D"", ""9D"", ""11D"", ""1C"", ""3C"", ""4C"", ""5C"", ""8C"", ""10C"", ""11C"", ""1S"", ""2S"", ""7S"", ""9S"", ""11S""]",60.78953084334731,discard_top10
44,3,discard,60.0,3,2,"[""5H"", ""6C"", ""3D"", ""10D"", ""13H"", ""5D"", ""8S"", ""1D""]","[""5H"", ""3D"", ""10D"", ""5D""]","[""1H"", ""8H"", ""9H"", ""11H"", ""12H"", ""4D"", ""8D"", ""9D"", ""11D"", ""12D"", ""2C"", ""3C"", ""4C"", ""5C"", ""7C"", ""8C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""9S"", ""12S""]",60.292089453935624,discard_top10
90,6,discard,60.0,1,1,"[""1S"", ""3S"", ""8D"", ""10S"", ""10D"", ""12S"", ""4C"", ""3D""]","[""8D"", ""12S"", ""3D""]","[""11C"", ""8S""]",59.975373238921165,discard_top10
16,5,discard,59.0,3,0,"[""2H"", ""5D"", ""2S"", ""1C"", ""13H"", ""1D"", ""12D"", ""6H""]","[""2S"", ""1C"", ""1D"", ""12D"", ""6H""]","[""8H"", ""9H"", ""2D"", ""3D"", ""11D"", ""7C"", ""9C"", ""12C"", ""3S"", ""6S"", ""7S"", ""8S"", ""9S""]",59.16412754252553,discard_top10
57,6,discard,59.0,2,0,"[""13H"", ""12H"", ""10S"", ""8H"", ""5S"", ""1D"", ""6C"", ""2C""]","[""13H"", ""5S"", ""1D"", ""6C"", ""2C""]","[""3H"", ""6H"", ""9H"", ""4D"", ""11D"", ""11C"", ""8S"", ""12S""]",59.07700188010931,discard_top10
20,3,discard,56.0,3,2,"[""4H"", ""6S"", ""3C"", ""2S"", ""9H"", ""6D"", ""11C"", ""12S""]","[""4H"", ""3C"", ""2S"", ""6D""]","[""3H"", ""5H"", ""8H"", ""11H"", ""13H"", ""2D"", ""4D"", ""5D"", ""7D"", ""13D"", ""4C"", ""5C"", ""7C"", ""8C"", ""10C"", ""12C"", ""13C"", ""1S"", ""5S"", ""7S"", ""8S"", ""9S"", ""10S"", ""13S""]",56.37481914520264,discard_top10
16,3,discard,56.0,3,2,"[""10S"", ""5H"", ""4D"", ""6C"", ""8C"", ""13S"", ""5C"", ""2H""]","[""10S"", ""4D"", ""6C"", ""8C"", ""13S""]","[""6H"", ""8H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""7D"", ""11D"", ""12D"", ""13D"", ""1C"", ""7C"", ""9C"", ""12C"", ""3S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S""]",55.98861428558826,discard_top10
32,6,discard,0.0,2,0,"[""1H"", ""5D"", ""4C"", ""4D"", ""12D"", ""10H"", ""6D"", ""12S""]","[""5D"", ""4C"", ""12D""]","[""4H"", ""8H"", ""12H"", ""8D"", ""3C"", ""5C"", ""1S"", ""2S"", ""5S"", ""13S""]",-0.4856188017129897,discard_bottom10
30,5,discard,0.0,1,2,"[""13D"", ""5H"", ""11D"", ""6S"", ""13H"", ""10S"", ""11S"", ""2H""]","[""13D"", ""11D"", ""6S"", ""2H""]","[""1H"", ""6H"", ""7D"", ""5C"", ""10C"", ""11C"", ""12C"", ""4S""]",-0.4358461099863052,discard_bottom10
92,7,discard,0.0,1,0,"[""4S"", ""3S"", ""1C"", ""9C"", ""2D"", ""4C"", ""12S"", ""2S""]","[""3S"", ""2D"", ""4C"", ""12S"", ""2S""]","[""8C""]",-0.4227036845684051,discard_bottom10
15,7,discard,0.0,1,0,"[""5D"", ""7H"", ""11S"", ""8H"", ""2H"", ""13H"", ""11H"", ""9C""]","[""7H"", ""8H"", ""11H""]","[""3H"", ""5H"", ""7D"", ""12C""]",-0.4156575357913972,discard_bottom10
58,6,discard,0.0,2,0,"[""4D"", ""3H"", ""10D"", ""3C"", ""5C"", ""1D"", ""10C"", ""3S""]","[""4D"", ""5C"", ""1D"", ""10C""]","[""5H"", ""7H"", ""9H"", ""12D"", ""13D"", ""6C"", ""6S""]",-0.4127069389820098,discard_bottom10
43,4,discard,0.0,2,2,"[""10S"", ""8D"", ""6H"", ""5D"", ""4S"", ""9S"", ""13D"", ""7H""]","[""10S"", ""6H"", ""9S"", ""13D""]","[""5H"", ""9H"", ""10H"", ""11H"", ""12H"", ""2D"", ""4D"", ""7D"", ""12D"", ""3C"", ""11C"", ""1S"", ""2S"", ""3S"", ""7S"", ""12S""]",-0.4029696597158909,discard_bottom10
27,3,discard,0.0,3,2,"[""9C"", ""1C"", ""3S"", ""6D"", ""10C"", ""2S"", ""2D"", ""10S""]","[""9C"", ""6D"", ""10S""]","[""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""8H"", ""11H"", ""13H"", ""1D"", ""3D"", ""4D"", ""8D"", ""9D"", ""10D"", ""13D"", ""2C"", ""3C"", ""4C"", ""7C"", ""8C"", ""11C"", ""4S"", ""7S"", ""8S"", ""13S""]",-0.3986009125784039,discard_bottom10
94,5,discard,0.0,2,1,"[""2D"", ""13C"", ""8S"", ""8H"", ""9C"", ""10H"", ""2S"", ""11D""]","[""2D"", ""8H"", ""10H"", ""11D""]","[""1H"", ""2H"", ""4D"", ""6D"", ""9D"", ""1C"", ""4C"", ""10C"", ""12C"", ""6S"", ""10S""]",-0.3915932905673981,discard_bottom10
40,4,discard,0.0,3,1,"[""10H"", ""1H"", ""5C"", ""12S"", ""9C"", ""4C"", ""6H"", ""7C""]","[""10H"", ""12S"", ""9C"", ""7C""]","[""2H"", ""4H"", ""5H"", ""9H"", ""11H"", ""12H"", ""3D"", ""6D"", ""7D"", ""12D"", ""13D"", ""6C"", ""8C"", ""11C"", ""2S"", ""3S"", ""7S"", ""10S"", ""13S""]",-0.3665760979056358,discard_bottom10
75,6,discard,0.0,2,0,"[""3D"", ""3C"", ""2C"", ""10S"", ""10C"", ""12H"", ""2H"", ""4D""]","[""3D"", ""3C"", ""10S"", ""12H"", ""2H"", ""4D""]","[""4H"", ""8H"", ""5C"", ""6C"", ""8C"", ""3S""]",-0.3623943525552749,discard_bottom10
83,4,discard,0.0,2,2,"[""12D"", ""5S"", ""6S"", ""4H"", ""12C"", ""11C"", ""1C"", ""13D""]","[""12D"", ""4H"", ""11C"", ""13D""]","[""1H"", ""3H"", ""8H"", ""10H"", ""13H"", ""2D"", ""4D"", ""5D"", ""11D"", ""3C"", ""4C"", ""9C"", ""13C"", ""3S"", ""9S"", ""12S""]",-0.3366698968410492,discard_bottom10
81,4,discard,0.0,2,2,"[""12C"", ""12H"", ""8S"", ""6D"", ""8D"", ""6H"", ""9H"", ""2H""]","[""12C"", ""6D"", ""9H""]","[""1H"", ""4H"", ""5H"", ""10H"", ""11H"", ""2D"", ""3D"", ""10D"", ""13D"", ""6C"", ""9C"", ""1S"", ""2S"", ""6S"", ""11S"", ""12S"", ""13S""]",-0.3242520093917846,discard_bottom10
65,6,discard,0.0,2,0,"[""12H"", ""7D"", ""6S"", ""4S"", ""12S"", ""1C"", ""7S"", ""9D""]","[""12H"", ""4S"", ""1C"", ""7S"", ""9D""]","[""2H"", ""3H"", ""5D"", ""12D"", ""13D"", ""5C"", ""2S"", ""11S""]",-0.3233423274755478,discard_bottom10
42,4,discard,0.0,2,2,"[""1D"", ""12H"", ""5C"", ""7D"", ""9C"", ""7S"", ""7C"", ""9D""]","[""1D"", ""12H"", ""7S"", ""9D""]","[""1H"", ""3H"", ""6H"", ""8H"", ""9H"", ""13H"", ""2D"", ""6D"", ""12D"", ""4C"", ""6C"", ""4S"", ""6S"", ""8S"", ""9S"", ""12S""]",-0.3204500663280487,discard_bottom10
17,4,discard,0.0,2,2,"[""12D"", ""8S"", ""4C"", ""1D"", ""12S"", ""1S"", ""8D"", ""13D""]","[""12S"", ""1S"", ""8D""]","[""3H"", ""7H"", ""8H"", ""10H"", ""11H"", ""12H"", ""3D"", ""6D"", ""11D"", ""1C"", ""2C"", ""5C"", ""8C"", ""12C"", ""3S"", ""10S"", ""13S""]",-0.3200686280429363,discard_bottom10
16,4,discard,0.0,3,1,"[""5H"", ""5C"", ""2H"", ""9D"", ""5D"", ""1S"", ""10H"", ""2S""]","[""5H"", ""5C"", ""9D"", ""1S"", ""10H""]","[""8H"", ""9H"", ""11H"", ""12H"", ""2D"", ""3D"", ""7D"", ""11D"", ""13D"", ""7C"", ""9C"", ""12C"", ""3S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S""]",-0.3152164366841316,discard_bottom10
20,7,discard,0.0,1,0,"[""9S"", ""13D"", ""10S"", ""8H"", ""5C"", ""4D"", ""7D"", ""13S""]","[""9S"", ""5C"", ""4D"", ""7D"", ""13S""]","[""12C""]",-0.3095217633247376,discard_bottom10
68,6,discard,0.0,2,0,"[""11D"", ""4H"", ""6D"", ""2C"", ""8C"", ""11S"", ""2D"", ""5H""]","[""11D"", ""6D"", ""8C"", ""11S""]","[""10H"", ""9D"", ""10D"", ""6C"", ""5S"", ""7S"", ""12S""]",-0.3082950502634048,discard_bottom10
15,3,discard,0.0,3,2,"[""1H"", ""9H"", ""11D"", ""10C"", ""2C"", ""10S"", ""8S"", ""12D""]","[""1H"", ""10C"", ""10S"", ""8S""]","[""2H"", ""3H"", ""5H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""13H"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""9C"", ""11C"", ""12C"", ""2S"", ""3S"", ""5S"", ""9S"", ""11S""]",-0.3063825631141662,discard_bottom10
89,5,discard,0.0,2,1,"[""6S"", ""4H"", ""1S"", ""9C"", ""13S"", ""12C"", ""6H"", ""10C""]","[""6S"", ""1S"", ""9C"", ""13S"", ""6H"", ""10C""]","[""3H"", ""12H"", ""6D"", ""12D"", ""2C"", ""3C"", ""5C"", ""8C"", ""11S""]",-0.2964493805170058,discard_bottom10
21,6,discard,0.0,1,1,"[""1H"", ""9H"", ""2H"", ""3C"", ""6S"", ""3S"", ""3D"", ""2C""]","[""9H"", ""2H"", ""3C"", ""3S"", ""3D"", ""2C""]","[""4D"", ""6D"", ""11D"", ""11S""]",-0.2882562071084976,discard_bottom10
45,5,discard,0.0,1,2,"[""3S"", ""1C"", ""3D"", ""9H"", ""11S"", ""13C"", ""1H"", ""11D""]","[""1C"", ""9H"", ""13C"", ""1H"", ""11D""]","[""9D"", ""5C"", ""9C"", ""1S"", ""2S"", ""5S"", ""10S""]",-0.2785746014118194,discard_bottom10
22,6,discard,0.0,1,1,"[""5H"", ""6D"", ""11C"", ""9S"", ""11D"", ""9H"", ""1H"", ""5C""]","[""11D"", ""9H"", ""1H""]","[""6H"", ""12D"", ""3C"", ""8C"", ""4S""]",-0.2673369425535201,discard_bottom10
99,4,discard,0.0,2,2,"[""6D"", ""2C"", ""1H"", ""13H"", ""8C"", ""3H"", ""4D"", ""12D""]","[""6D"", ""13H"", ""3H"", ""4D"", ""12D""]","[""2H"", ""5H"", ""8H"", ""11H"", ""1D"", ""8D"", ""10D"", ""1C"", ""5C"", ""6C"", ""10C"", ""12C"", ""13C"", ""8S"", ""11S""]",-0.2620249944925308,discard_bottom10
56,4,discard,0.0,2,2,"[""5D"", ""1S"", ""7C"", ""10D"", ""9D"", ""5H"", ""6D"", ""1C""]","[""5D"", ""10D"", ""5H"", ""6D""]","[""1H"", ""6H"", ""11H"", ""3D"", ""4D"", ""7D"", ""13D"", ""3C"", ""10C"", ""11C"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""11S""]",-0.2587878292798996,discard_bottom10
100,6,discard,0.0,1,1,"[""2S"", ""6H"", ""2D"", ""5C"", ""10C"", ""2C"", ""6S"", ""7S""]","[""6H"", ""2C""]","[""7D"", ""3C"", ""8C"", ""11C"", ""1S"", ""3S"", ""10S""]",-0.2527703773975371,discard_bottom10
62,4,discard,0.0,2,2,"[""7H"", ""3S"", ""12S"", ""2C"", ""8S"", ""2S"", ""4D"", ""10C""]","[""7H"", ""12S"", ""2S"", ""4D"", ""10C""]","[""8H"", ""12H"", ""3D"", ""7D"", ""8D"", ""9D"", ""13D"", ""5C"", ""6C"", ""9C"", ""11C"", ""1S"", ""5S"", ""9S"", ""10S""]",-0.2462148885428905,discard_bottom10
5,7,discard,0.0,1,0,"[""4S"", ""8S"", ""3S"", ""2H"", ""7C"", ""7H"", ""10C"", ""6H""]","[""8S"", ""7H""]","[""1S"", ""6S""]",-0.242312490940094,discard_bottom10
33,5,discard,0.0,2,1,"[""3H"", ""6C"", ""12C"", ""12S"", ""8D"", ""11H"", ""9H"", ""7H""]","[""3H"", ""12C"", ""12S"", ""9H""]","[""1H"", ""4H"", ""6H"", ""10H"", ""7D"", ""9D"", ""3C"", ""5C"", ""10C"", ""11C"", ""8S""]",-0.2353897228837013,discard_bottom10
92,5,discard,0.0,1,2,"[""4S"", ""13D"", ""10C"", ""3S"", ""1C"", ""11C"", ""9C"", ""11D""]","[""10C"", ""11C"", ""11D""]","[""6H"", ""1D"", ""10D"", ""4C"", ""7C"", ""8C"", ""2S"", ""12S"", ""13S""]",-0.2289804333448409,discard_bottom10
46,3,discard,0.0,3,2,"[""2C"", ""4C"", ""8C"", ""2D"", ""4H"", ""12S"", ""12C"", ""9S""]","[""2C"", ""4C"", ""8C"", ""2D"", ""12S""]","[""2H"", ""3H"", ""9H"", ""12H"", ""1D"", ""5D"", ""6D"", ""7D"", ""8D"", ""10D"", ""12D"", ""1C"", ""3C"", ""9C"", ""10C"", ""11C"", ""1S"", ""3S"", ""4S"", ""6S"", ""7S"", ""8S"", ""11S""]",-0.2278985857963562,discard_bottom10
64,5,discard,0.0,1,2,"[""4H"", ""12S"", ""8D"", ""13C"", ""1S"", ""13H"", ""2H"", ""2C""]","[""4H"", ""8D"", ""13H"", ""2H"", ""2C""]","[""1H"", ""2D"", ""6D"", ""6C"", ""5S"", ""8S"", ""9S""]",-0.2261545473337173,discard_bottom10
94,7,discard,0.0,1,0,"[""10C"", ""1H"", ""6S"", ""12C"", ""10S"", ""4C"", ""1C"", ""2H""]","[""6S"", ""4C"", ""2H""]",[],-0.2261094951629638,discard_bottom10
19,4,discard,0.0,2,2,"[""2C"", ""4C"", ""13S"", ""13D"", ""9C"", ""11D"", ""9S"", ""12D""]","[""13D""]","[""1H"", ""2H"", ""2D"", ""5D"", ""6D"", ""7D"", ""9D"", ""10D"", ""1C"", ""3C"", ""5C"", ""6C"", ""7C"", ""8C"", ""12C"", ""13C"", ""5S"", ""6S"", ""10S""]",-0.2141571834683418,discard_bottom10
32,4,discard,0.0,3,1,"[""6S"", ""10S"", ""3D"", ""11S"", ""3H"", ""11H"", ""11D"", ""2D""]","[""6S"", ""11S"", ""11D""]","[""1H"", ""4H"", ""8H"", ""10H"", ""12H"", ""4D"", ""5D"", ""6D"", ""8D"", ""12D"", ""3C"", ""4C"", ""5C"", ""8C"", ""11C"", ""1S"", ""2S"", ""4S"", ""5S"", ""12S"", ""13S""]",-0.2087673326209187,discard_bottom10
8,3,discard,0.0,3,2,"[""9C"", ""3D"", ""9D"", ""5H"", ""13S"", ""10D"", ""1S"", ""12C""]","[""9C"", ""5H"", ""10D"", ""1S""]","[""3H"", ""6H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""7D"", ""8D"", ""11D"", ""2C"", ""3C"", ""5C"", ""8C"", ""13C"", ""3S"", ""4S"", ""5S"", ""7S"", ""9S"", ""10S"", ""12S""]",-0.206188458353281,discard_bottom10
31,5,discard,0.0,2,1,"[""7H"", ""1D"", ""5H"", ""3C"", ""10D"", ""12C"", ""8D"", ""3D""]","[""7H"", ""10D"", ""8D""]","[""2H"", ""3H"", ""10H"", ""2D"", ""4C"", ""5C"", ""6C"", ""13C"", ""1S"", ""2S"", ""3S"", ""8S"", ""11S""]",-0.1928538769483566,discard_bottom10
88,4,discard,0.0,2,2,"[""5C"", ""12C"", ""7D"", ""13C"", ""9D"", ""3D"", ""2C"", ""10H""]","[""5C"", ""13C"", ""3D"", ""2C""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""8H"", ""11H"", ""11D"", ""13D"", ""4C"", ""9C"", ""11C"", ""1S"", ""4S"", ""5S"", ""8S""]",-0.1837015172839164,discard_bottom10
