episode,steps,return_train,return_plot,avg_train_100,avg_plot_100,max_plot,ecoef,coef_dis
100,1063,160.0,117.0,279.33,156.84,496.0,0.05,0.0
200,2104,161.0,149.0,290.39,167.01,530.0,0.05,0.0
300,3102,398.0,150.0,295.75,180.44,831.0,0.05,0.0
400,4137,346.0,226.0,285.97,158.73,831.0,0.04983673469387755,0.002040816326530612
500,5372,223.0,137.0,282.32,145.32,831.0,0.04983673469387755,0.002040816326530612
600,6631,331.0,250.0,322.19,168.63,831.0,0.04983673469387755,0.002040816326530612
700,7855,334.0,239.0,265.7,158.67,831.0,0.04983673469387755,0.002040816326530612
800,8900,645.0,453.0,310.08,185.69,831.0,0.049673469387755104,0.004081632653061224
900,10039,238.0,170.0,307.09,181.83,831.0,0.049673469387755104,0.004081632653061224
1000,11139,823.0,456.0,313.38,195.44,831.0,0.049673469387755104,0.004081632653061224
1100,12157,322.0,194.0,306.88,182.36,831.0,0.049673469387755104,0.004081632653061224
1200,13062,174.0,144.0,300.49,195.77,831.0,0.049510204081632654,0.006122448979591837
1300,13939,221.0,117.0,332.16,204.97,831.0,0.049510204081632654,0.006122448979591837
1400,14835,136.0,124.0,290.46,184.16,831.0,0.049510204081632654,0.006122448979591837
1500,15721,283.0,283.0,319.64,221.87,831.0,0.049510204081632654,0.006122448979591837
1600,16696,137.0,109.0,315.97,181.15,831.0,0.049346938775510205,0.008163265306122448
1700,17753,278.0,169.0,323.27,202.82,831.0,0.049346938775510205,0.008163265306122448
1800,18800,174.0,174.0,363.42,219.13,831.0,0.049346938775510205,0.008163265306122448
1900,19867,368.0,360.0,338.61,223.54,831.0,0.049346938775510205,0.008163265306122448
2000,20890,419.0,207.0,336.44,214.82,968.0,0.049183673469387755,0.010204081632653062
2100,21892,190.0,150.0,358.33,236.93,968.0,0.049183673469387755,0.010204081632653062
2200,22907,628.0,600.0,366.66,244.04,968.0,0.049183673469387755,0.010204081632653062
2300,23836,374.0,166.0,338.5,216.4,968.0,0.049183673469387755,0.010204081632653062
2400,24788,306.0,206.0,302.08,206.57,968.0,0.049020408163265305,0.012244897959183675
2500,25861,394.0,110.0,374.81,232.27,968.0,0.049020408163265305,0.012244897959183675
2600,26915,1392.0,182.0,402.07,260.35,968.0,0.049020408163265305,0.012244897959183675
2700,27939,214.0,214.0,374.95,230.09,968.0,0.049020408163265305,0.012244897959183675
2800,28923,357.0,281.0,386.91,249.3,968.0,0.04885714285714286,0.014285714285714285
2900,29866,430.0,430.0,382.55,277.8,968.0,0.04885714285714286,0.014285714285714285
3000,30795,210.0,138.0,349.97,242.09,968.0,0.04885714285714286,0.014285714285714285
3100,31732,165.0,129.0,387.61,262.9,968.0,0.04885714285714286,0.014285714285714285
3200,32653,444.0,376.0,344.04,241.76,968.0,0.04885714285714286,0.014285714285714285
3300,33673,380.0,330.0,347.49,244.2,968.0,0.04869387755102041,0.016326530612244896
3400,34701,721.0,389.0,391.04,252.57,968.0,0.04869387755102041,0.016326530612244896
3500,35727,528.0,304.0,374.67,252.29,968.0,0.04869387755102041,0.016326530612244896
3600,36707,262.0,190.0,351.87,230.27,968.0,0.04869387755102041,0.016326530612244896
3700,37814,126.0,126.0,424.4,292.9,968.0,0.048530612244897964,0.018367346938775512
3800,39004,390.0,156.0,358.06,225.49,968.0,0.048530612244897964,0.018367346938775512
3900,40169,216.0,159.0,389.11,260.67,1219.0,0.048530612244897964,0.018367346938775512
4000,41252,465.0,213.0,402.08,274.67,1219.0,0.048367346938775514,0.020408163265306124
4100,42255,521.0,429.0,427.6,286.12,1219.0,0.048367346938775514,0.020408163265306124
4200,43252,529.0,243.0,436.44,300.16,1219.0,0.048367346938775514,0.020408163265306124
4300,44236,535.0,263.0,416.3,286.68,1219.0,0.048367346938775514,0.020408163265306124
4400,45225,393.0,347.0,398.07,281.64,1219.0,0.048204081632653065,0.022448979591836737
4500,46222,280.0,218.0,424.22,308.38,1219.0,0.048204081632653065,0.022448979591836737
4600,47282,213.0,162.0,432.99,294.98,1219.0,0.048204081632653065,0.022448979591836737
4700,48300,560.0,432.0,474.69,339.13,1547.0,0.048204081632653065,0.022448979591836737
4800,49352,596.0,455.0,471.58,330.28,1547.0,0.048040816326530615,0.02448979591836735
4900,50263,335.0,217.0,453.64,321.8,1547.0,0.048040816326530615,0.02448979591836735
5000,51162,702.0,406.0,506.94,373.21,1547.0,0.048040816326530615,0.02448979591836735
5100,52064,505.0,239.0,478.51,346.43,1547.0,0.048040816326530615,0.02448979591836735
5200,52916,294.0,226.0,471.39,349.41,1547.0,0.048040816326530615,0.02448979591836735
5300,53744,339.0,323.0,479.25,350.54,1547.0,0.047877551020408166,0.02653061224489796
5400,54599,404.0,240.0,487.38,358.23,1547.0,0.047877551020408166,0.02653061224489796
5500,55472,203.0,179.0,432.23,325.35,1547.0,0.047877551020408166,0.02653061224489796
5600,56342,583.0,487.0,471.58,358.9,1547.0,0.047877551020408166,0.02653061224489796
5700,57201,319.0,295.0,496.19,356.13,1547.0,0.047877551020408166,0.02653061224489796
5800,58138,664.0,452.0,484.54,332.5,1547.0,0.047714285714285716,0.02857142857142857
5900,59113,248.0,248.0,484.55,352.79,1547.0,0.047714285714285716,0.02857142857142857
6000,60078,284.0,284.0,484.55,358.02,1547.0,0.047714285714285716,0.02857142857142857
6100,61043,708.0,448.0,493.2,356.45,1547.0,0.047714285714285716,0.02857142857142857
6200,61953,563.0,563.0,496.6,369.94,1547.0,0.047551020408163266,0.030612244897959186
6300,62867,211.0,143.0,558.6,398.76,1759.0,0.047551020408163266,0.030612244897959186
6400,63799,531.0,323.0,569.86,404.75,1759.0,0.047551020408163266,0.030612244897959186
6500,64685,466.0,302.0,496.9,390.26,1759.0,0.047551020408163266,0.030612244897959186
6600,65585,1014.0,822.0,538.25,387.14,1759.0,0.04738775510204082,0.03265306122448979
6700,66553,651.0,431.0,545.91,372.62,1759.0,0.04738775510204082,0.03265306122448979
6800,67536,679.0,427.0,555.61,392.36,1759.0,0.04738775510204082,0.03265306122448979
6900,68467,1202.0,787.0,563.04,404.37,1759.0,0.04738775510204082,0.03265306122448979
7000,69442,278.0,278.0,527.77,388.23,1759.0,0.04738775510204082,0.03265306122448979
7100,70486,303.0,259.0,543.98,390.42,1759.0,0.04722448979591837,0.03469387755102041
7200,71543,932.0,716.0,525.48,398.66,1759.0,0.04722448979591837,0.03469387755102041
7300,72656,584.0,476.0,552.19,402.3,1759.0,0.04722448979591837,0.03469387755102041
7400,73736,199.0,199.0,541.72,397.71,1759.0,0.04706122448979592,0.036734693877551024
7500,74737,996.0,768.0,552.89,402.25,1759.0,0.04706122448979592,0.036734693877551024
7600,75724,587.0,559.0,528.9,388.41,1759.0,0.04706122448979592,0.036734693877551024
7700,76737,822.0,594.0,560.35,422.55,1759.0,0.04706122448979592,0.036734693877551024
7800,77737,934.0,612.0,544.61,407.96,1759.0,0.04706122448979592,0.036734693877551024
7900,78692,876.0,580.0,531.35,390.76,1759.0,0.046897959183673475,0.03877551020408163
8000,79732,276.0,268.0,572.49,422.23,1759.0,0.046897959183673475,0.03877551020408163
8100,80746,596.0,336.0,583.95,426.16,1759.0,0.046897959183673475,0.03877551020408163
8200,81722,523.0,451.0,599.63,434.84,1759.0,0.046897959183673475,0.03877551020408163
8300,82666,825.0,667.0,568.08,423.93,1759.0,0.046734693877551026,0.04081632653061225
8400,83619,471.0,183.0,611.43,446.6,1759.0,0.046734693877551026,0.04081632653061225
8500,84535,287.0,279.0,555.53,412.74,1759.0,0.046734693877551026,0.04081632653061225
8600,85477,352.0,314.0,516.42,397.78,1759.0,0.046734693877551026,0.04081632653061225
8700,86391,771.0,563.0,632.05,480.88,1759.0,0.046571428571428576,0.04285714285714286
8800,87300,491.0,211.0,625.16,469.56,1759.0,0.046571428571428576,0.04285714285714286
8900,88176,445.0,445.0,564.19,452.14,1759.0,0.046571428571428576,0.04285714285714286
9000,89066,503.0,491.0,617.29,446.88,1759.0,0.046571428571428576,0.04285714285714286
9100,89960,324.0,324.0,580.3,431.5,1759.0,0.046571428571428576,0.04285714285714286
9200,90860,517.0,491.0,633.05,470.29,1759.0,0.04640816326530613,0.04489795918367347
9300,91760,490.0,347.0,631.52,489.25,1759.0,0.04640816326530613,0.04489795918367347
9400,92689,518.0,450.0,676.59,505.4,1759.0,0.04640816326530613,0.04489795918367347
9500,93631,855.0,587.0,596.22,464.63,1759.0,0.04640816326530613,0.04489795918367347
9600,94532,267.0,203.0,639.62,484.16,1759.0,0.04624489795918368,0.04693877551020409
9700,95407,551.0,459.0,614.67,461.12,1759.0,0.04624489795918368,0.04693877551020409
9800,96299,1255.0,311.0,697.68,523.72,1759.0,0.04624489795918368,0.04693877551020409
9900,97229,660.0,476.0,643.88,479.75,1759.0,0.04624489795918368,0.04693877551020409
10000,98117,464.0,432.0,702.04,515.85,1759.0,0.04624489795918368,0.04693877551020409
10100,98989,279.0,263.0,644.75,502.16,1759.0,0.04608163265306123,0.0489795918367347
10200,99889,879.0,599.0,667.44,510.62,1759.0,0.04608163265306123,0.0489795918367347
10300,100753,286.0,246.0,663.73,519.13,1759.0,0.04608163265306123,0.0489795918367347
10400,101619,827.0,524.0,688.81,513.84,1759.0,0.04608163265306123,0.0489795918367347
10500,102495,787.0,519.0,644.68,494.18,1759.0,0.04591836734693878,0.05102040816326531
10600,103421,692.0,692.0,657.44,500.88,1759.0,0.04591836734693878,0.05102040816326531
10700,104314,1283.0,732.0,712.36,555.54,1759.0,0.04591836734693878,0.05102040816326531
10800,105232,1531.0,1027.0,752.32,572.94,1759.0,0.04591836734693878,0.05102040816326531
10900,106175,923.0,611.0,652.51,501.37,1759.0,0.04591836734693878,0.05102040816326531
11000,107065,863.0,787.0,742.01,566.09,1759.0,0.04575510204081633,0.05306122448979592
11100,107974,723.0,455.0,686.35,540.95,1759.0,0.04575510204081633,0.05306122448979592
11200,108849,508.0,460.0,741.92,568.92,1759.0,0.04575510204081633,0.05306122448979592
11300,109798,815.0,535.0,757.02,572.1,1759.0,0.04575510204081633,0.05306122448979592
11400,110708,503.0,380.0,713.13,543.22,1759.0,0.04559183673469388,0.055102040816326525
11500,111672,1316.0,760.0,762.22,576.6,1759.0,0.04559183673469388,0.055102040816326525
11600,112623,799.0,583.0,734.25,560.56,1759.0,0.04559183673469388,0.055102040816326525
11700,113606,334.0,287.0,687.81,541.13,1759.0,0.04559183673469388,0.055102040816326525
11800,114562,486.0,482.0,741.73,565.81,1759.0,0.04559183673469388,0.055102040816326525
11900,115495,992.0,668.0,748.09,572.45,1759.0,0.04542857142857143,0.05714285714285714
12000,116485,480.0,480.0,808.54,611.41,1759.0,0.04542857142857143,0.05714285714285714
12100,117436,706.0,504.0,759.58,586.45,1759.0,0.04542857142857143,0.05714285714285714
12200,118383,447.0,353.0,733.02,577.7,1759.0,0.04542857142857143,0.05714285714285714
12300,119301,844.0,644.0,723.0,559.26,1759.0,0.04526530612244898,0.05918367346938776
12400,120206,548.0,548.0,732.41,572.81,1759.0,0.04526530612244898,0.05918367346938776
12500,121111,346.0,308.0,713.35,554.32,1759.0,0.04526530612244898,0.05918367346938776
12600,122024,912.0,620.0,763.56,581.6,1759.0,0.04526530612244898,0.05918367346938776
12700,122968,1000.0,636.0,795.32,621.94,1759.0,0.04510204081632653,0.06122448979591837
12800,123917,639.0,315.0,848.09,652.98,1759.0,0.04510204081632653,0.06122448979591837
12900,124850,420.0,376.0,790.79,608.43,1759.0,0.04510204081632653,0.06122448979591837
13000,125784,452.0,348.0,763.06,588.59,1759.0,0.04510204081632653,0.06122448979591837
13100,126701,473.0,445.0,749.4,592.58,1759.0,0.04510204081632653,0.06122448979591837
13200,127656,481.0,407.0,768.02,593.72,1792.0,0.04493877551020409,0.06326530612244899
13300,128552,580.0,580.0,775.1,610.4,1792.0,0.04493877551020409,0.06326530612244899
13400,129498,1396.0,1072.0,778.05,608.94,1792.0,0.04493877551020409,0.06326530612244899
13500,130448,650.0,506.0,768.04,598.24,1792.0,0.04493877551020409,0.06326530612244899
13600,131418,615.0,536.0,805.95,622.99,1792.0,0.04477551020408163,0.06530612244897958
13700,132420,1051.0,731.0,803.56,630.09,1792.0,0.04477551020408163,0.06530612244897958
13800,133423,298.0,286.0,781.77,613.16,1792.0,0.04477551020408163,0.06530612244897958
13900,134480,892.0,696.0,767.8,589.18,1792.0,0.04477551020408163,0.06530612244897958
14000,135460,992.0,928.0,787.49,620.3,1792.0,0.04461224489795919,0.0673469387755102
14100,136366,881.0,559.0,836.01,643.16,1792.0,0.04461224489795919,0.0673469387755102
14200,137249,487.0,439.0,902.12,707.12,1984.0,0.04461224489795919,0.0673469387755102
14300,138158,1863.0,1559.0,785.84,609.02,1984.0,0.04461224489795919,0.0673469387755102
14400,139069,793.0,712.0,832.7,645.04,1984.0,0.04461224489795919,0.0673469387755102
14500,140027,420.0,352.0,780.02,598.46,1984.0,0.04444897959183674,0.06938775510204082
14600,141001,380.0,380.0,800.18,626.01,1984.0,0.04444897959183674,0.06938775510204082
14700,141995,559.0,311.0,809.94,613.28,1984.0,0.04444897959183674,0.06938775510204082
14800,142958,646.0,486.0,829.73,646.35,1984.0,0.04444897959183674,0.06938775510204082
14900,143967,982.0,599.0,805.75,641.67,1984.0,0.04428571428571429,0.07142857142857144
15000,144980,791.0,575.0,822.93,647.52,1984.0,0.04428571428571429,0.07142857142857144
15100,145953,988.0,660.0,803.7,609.17,1984.0,0.04428571428571429,0.07142857142857144
15200,146932,961.0,663.0,835.07,663.46,1984.0,0.04428571428571429,0.07142857142857144
15300,147935,851.0,603.0,826.68,637.86,1984.0,0.04412244897959184,0.07346938775510205
15400,148868,1536.0,964.0,887.28,680.31,1984.0,0.04412244897959184,0.07346938775510205
15500,149791,1836.0,1464.0,810.92,619.59,1984.0,0.04412244897959184,0.07346938775510205
15600,150723,464.0,444.0,829.44,641.64,1984.0,0.04412244897959184,0.07346938775510205
15700,151685,819.0,759.0,861.68,675.12,1984.0,0.04395918367346939,0.07551020408163266
15800,152651,499.0,487.0,861.55,677.48,1984.0,0.04395918367346939,0.07551020408163266
15900,153652,1128.0,840.0,879.76,672.9,1984.0,0.04395918367346939,0.07551020408163266
16000,154607,843.0,499.0,886.83,698.32,1984.0,0.04395918367346939,0.07551020408163266
16100,155646,495.0,435.0,868.24,657.65,1984.0,0.04395918367346939,0.07551020408163266
16200,156617,1692.0,1108.0,840.09,633.97,1984.0,0.04379591836734694,0.07755102040816327
16300,157567,708.0,603.0,851.47,657.9,1984.0,0.04379591836734694,0.07755102040816327
16400,158515,504.0,440.0,824.68,624.07,1984.0,0.04379591836734694,0.07755102040816327
16500,159487,1396.0,900.0,889.4,679.74,1984.0,0.04379591836734694,0.07755102040816327
16600,160451,1312.0,796.0,859.81,659.1,1984.0,0.04363265306122449,0.07959183673469389
16700,161391,824.0,596.0,870.97,654.71,2024.0,0.04363265306122449,0.07959183673469389
16800,162375,954.0,684.0,857.82,661.52,2024.0,0.04363265306122449,0.07959183673469389
16900,163322,1080.0,776.0,885.57,681.73,2024.0,0.04363265306122449,0.07959183673469389
17000,164316,1155.0,827.0,850.08,661.32,2024.0,0.04346938775510204,0.0816326530612245
17100,165308,1301.0,1053.0,849.95,654.12,2024.0,0.04346938775510204,0.0816326530612245
17200,166278,1092.0,776.0,846.69,644.39,2024.0,0.04346938775510204,0.0816326530612245
17300,167252,944.0,680.0,845.87,644.76,2024.0,0.04346938775510204,0.0816326530612245
17400,168195,972.0,672.0,875.98,668.74,2024.0,0.04330612244897959,0.0836734693877551
17500,169160,932.0,864.0,937.11,710.67,2024.0,0.04330612244897959,0.0836734693877551
17600,170117,764.0,628.0,906.89,692.3,2024.0,0.04330612244897959,0.0836734693877551
17700,171094,1008.0,920.0,807.07,626.91,2024.0,0.04330612244897959,0.0836734693877551
17800,172025,916.0,594.0,906.77,698.49,2024.0,0.04330612244897959,0.0836734693877551
17900,172853,880.0,848.0,895.0,704.12,2024.0,0.04314285714285714,0.08571428571428572
18000,173713,484.0,484.0,906.18,694.35,2024.0,0.04314285714285714,0.08571428571428572
18100,174544,580.0,496.0,922.46,690.75,2024.0,0.04314285714285714,0.08571428571428572
18200,175394,583.0,548.0,856.47,667.7,2048.0,0.04314285714285714,0.08571428571428572
18300,176227,654.0,549.0,874.28,674.41,2048.0,0.04297959183673469,0.08775510204081632
18400,177118,1212.0,1000.0,914.51,686.42,2048.0,0.04297959183673469,0.08775510204081632
18500,178017,339.0,335.0,876.99,680.37,2048.0,0.04297959183673469,0.08775510204081632
18600,178896,363.0,312.0,907.03,673.24,2048.0,0.04297959183673469,0.08775510204081632
18700,179751,505.0,457.0,840.91,658.85,2048.0,0.04297959183673469,0.08775510204081632
18800,180629,497.0,401.0,924.41,712.74,2048.0,0.04281632653061225,0.08979591836734695
18900,181529,688.0,564.0,905.82,681.71,2048.0,0.04281632653061225,0.08979591836734695
19000,182472,708.0,592.0,879.02,660.19,2048.0,0.04281632653061225,0.08979591836734695
19100,183374,476.0,476.0,904.77,690.79,2048.0,0.04281632653061225,0.08979591836734695
19200,184252,591.0,591.0,867.14,672.98,2048.0,0.04281632653061225,0.08979591836734695
19300,185170,604.0,519.0,936.66,700.3,2048.0,0.0426530612244898,0.09183673469387756
19400,186047,840.0,714.0,928.91,707.5,2048.0,0.0426530612244898,0.09183673469387756
19500,186935,996.0,728.0,913.38,690.1,2048.0,0.0426530612244898,0.09183673469387756
19600,187830,1212.0,796.0,942.12,703.31,2048.0,0.0426530612244898,0.09183673469387756
19700,188754,624.0,584.0,914.2,686.65,2048.0,0.04248979591836735,0.09387755102040818
19800,189649,806.0,624.0,838.64,659.45,2048.0,0.04248979591836735,0.09387755102040818
19900,190523,1272.0,888.0,919.09,703.41,2048.0,0.04248979591836735,0.09387755102040818
20000,191398,871.0,579.0,903.9,692.28,2048.0,0.04248979591836735,0.09387755102040818
20100,192275,1188.0,904.0,936.47,725.3,2048.0,0.04248979591836735,0.09387755102040818
20200,193182,677.0,677.0,932.36,711.96,2064.0,0.0423265306122449,0.09591836734693877
20300,194088,1208.0,900.0,895.18,681.76,2064.0,0.0423265306122449,0.09591836734693877
20400,195017,628.0,576.0,856.83,661.9,2064.0,0.0423265306122449,0.09591836734693877
20500,195913,960.0,852.0,888.84,677.53,2064.0,0.0423265306122449,0.09591836734693877
20600,196866,2304.0,1340.0,956.8,729.81,2064.0,0.04216326530612245,0.0979591836734694
20700,197780,1180.0,864.0,961.82,712.95,2064.0,0.04216326530612245,0.0979591836734694
20800,198701,859.0,732.0,931.09,704.19,2120.0,0.04216326530612245,0.0979591836734694
20900,199672,930.0,660.0,983.3,760.64,2120.0,0.04216326530612245,0.0979591836734694
21000,200596,916.0,652.0,931.67,714.99,2120.0,0.04216326530612245,0.0979591836734694
21100,201647,940.0,704.0,846.4,673.2,2120.0,0.042,0.1
21200,202623,676.0,676.0,962.27,730.95,2120.0,0.042,0.1
21300,203629,860.0,632.0,907.25,680.25,2120.0,0.042,0.1
21400,204620,288.0,288.0,932.79,699.96,2120.0,0.042,0.1
21500,205632,859.0,799.0,946.4,717.08,2120.0,0.04183673469387755,0.1
21600,206599,500.0,256.0,934.8,697.51,2120.0,0.04183673469387755,0.1
21700,207581,645.0,605.0,863.44,680.15,2120.0,0.04183673469387755,0.1
21800,208559,1503.0,1199.0,935.98,716.95,2120.0,0.04183673469387755,0.1
21900,209537,1282.0,755.0,1001.35,746.94,2120.0,0.041673469387755104,0.1
22000,210504,752.0,632.0,987.77,730.34,2142.0,0.041673469387755104,0.1
22100,211468,840.0,632.0,912.22,710.86,2142.0,0.041673469387755104,0.1
22200,212453,857.0,535.0,984.37,742.11,2142.0,0.041673469387755104,0.1
22300,213402,1020.0,956.0,901.21,680.02,2142.0,0.041510204081632654,0.1
22400,214325,2082.0,1316.0,975.58,752.86,2142.0,0.041510204081632654,0.1
22500,215295,964.0,892.0,904.52,693.59,2142.0,0.041510204081632654,0.1
22600,216252,1296.0,980.0,961.9,722.16,2142.0,0.041510204081632654,0.1
22700,217195,832.0,576.0,950.67,711.84,2142.0,0.041346938775510204,0.1
